Name,Year,Target,shear_200_850,shear_500_850,shear_200_500,shear_300_800,shear_850_1000,RH_avg,SST_avg,ROCI,v_0,Lat,RMW
DORIAN,2013,0,16.373465495910644,9.547436134414673,14.825433820648191,15.019611864547729,10.251248007125854,86.49515533447266,26.016412353515648,170.0,45.0,14.4,28.707246052779166
CHANTAL,2013,0,21.684009251251226,10.613477701568604,16.659002959442137,16.607767903594972,9.369396261825562,78.01203155517578,27.535943603515648,130.0,50.0,12.1,17.856181192651878
BARRY,2013,0,30.34536792541504,20.670119439239503,22.02106354675293,23.637739222412108,12.15793526916504,85.31696319580078,28.84993896484372,140.0,30.0,19.2,36.19712083271514
HUMBERTO,2013,0,27.884678217926027,10.221904360733031,22.80907642791748,19.013924662323,10.372959535064698,90.21624755859376,27.2060485839844,120.0,60.0,15.6,13.86457457213084
FERNAND,2013,0,22.732424053497315,12.851597640075685,19.06665943450928,18.936111815185548,8.38148453994751,91.5637664794922,29.6022888183594,100.0,30.0,18.7,24.040883605886044
GABRIELLE,2013,0,25.163330766296387,9.272196475906371,24.7699657371521,18.22772108047485,8.500487680282593,77.2724609375,28.657159423828148,200.0,30.0,27.6,60.78730386336275
RAYMOND,2013,1,19.749847890319824,10.486770208816528,21.265834946746825,17.58118020477295,6.003021554260254,92.7312469482422,29.3596130371094,90.0,25.0,13.2,24.0190802264951
INGRID,2013,0,27.23511010269165,16.141433981323242,25.52186863739014,16.482071653442382,12.32162217048645,90.50792694091795,29.318139648437523,160.0,60.0,20.3,20.879343673744994
ANDREA,2013,0,29.20849395843506,20.44870643539429,29.416355755310057,22.044643759155274,10.12288600654602,72.99061584472656,27.420281982421898,180.0,40.0,25.6,40.26645866868909
GONZALO,2014,1,24.244833294677736,10.815867109527588,24.867510328063965,17.77275089263916,6.35975754119873,77.04338836669922,28.68245849609372,120.0,35.0,16.4,25.06048799371981
ODILE,2014,1,36.99197355987549,11.973520211791993,27.235927624206543,26.11080668762207,11.270053144073486,93.25043487548828,29.040155029296898,150.0,60.0,15.6,18.152901580218348
ISELLE,2014,0,27.059737834320067,13.60684477798462,23.54153121429444,19.309103689117432,12.262684616012573,84.94924926757812,26.358270263671898,180.0,110.0,16.0,10.4106833124953
JULIO,2014,0,29.581862151794432,11.339856690292358,25.04564289016724,20.35780026748657,12.43286812538147,88.42213439941406,25.838189697265648,210.0,95.0,17.0,15.466526267680878
FAY,2014,0,45.50890899444581,20.69165862854004,30.317205143432616,40.45989241088867,10.834767428359983,70.87350463867188,27.819604492187523,180.0,60.0,28.7,26.4045604213702
HANNA,2014,0,26.18993943344116,18.3001597895813,15.427635740356443,18.03606141067505,8.934749176864624,81.06675720214844,28.762567138671898,180.0,30.0,15.5,46.98434695455321
DOLLY,2014,0,22.07518866165161,15.399064197616577,11.709621115341186,19.327665691223142,5.570677803726197,79.56841278076172,29.6135192871094,190.0,35.0,21.3,46.86917416386067
SIMON,2014,1,18.59828263534546,10.15063168571472,19.554382389068603,11.728064474868775,4.693556004333496,90.56851959228516,28.216607666015648,125.0,45.0,18.3,20.750227438774523
ARTHUR,2014,0,27.68152504837036,10.855596615982057,22.03699131286621,19.545829000701904,16.598608325805664,76.3087158203125,27.690484619140648,250.0,80.0,31.8,27.281224186876997
CRISTOBAL,2014,0,41.37198318328858,13.560686326828003,33.2156729876709,26.804024148864745,16.729532264556884,80.74270629882812,26.70296630859372,200.0,65.0,34.8,28.491112425062088
NORBERT,2014,1,36.74765883087158,15.989866233978272,26.80483981658936,27.753963757476807,12.175903131484985,84.47415161132812,28.566461181640648,150.0,80.0,22.1,13.722043998053804
BERTHA,2014,1,24.211656009979247,12.539054159698486,19.64450069610596,18.53536684692383,7.003674840202332,77.42626190185547,28.72017822265628,180.0,40.0,21.4,38.457946973668264
EDOUARD,2014,0,41.26504543701172,17.714371329040528,38.35031614440918,29.300291799469,16.635545097198488,72.97949981689453,28.185662841796898,210.0,95.0,28.5,16.78519700789105
POLO,2014,0,23.823277676696776,14.918677618103027,26.10928287200928,16.873321507873534,11.34082436882019,88.40518188476562,28.471734619140648,180.0,50.0,15.2,27.813588529754465
IGNACIO,2015,1,21.540195908660888,12.16687795349121,19.71157453613281,17.185959531555177,5.604052517089844,85.08464813232422,28.594415283203148,175.0,45.0,12.2,28.66793357165007
GUILLERMO,2015,1,25.49290131042481,7.640387383270264,24.552251044921874,15.2303850390625,5.81376393321991,90.74568939208984,28.728326416015648,175.0,35.0,8.4,34.672841836457586
BILL,2015,0,26.554763507385253,11.04008026359558,23.572331939849853,16.65924209838867,5.498699761505127,81.34789276123047,28.50582275390628,120.0,45.0,27.0,21.575071229748634
FRED,2015,1,24.830406715545653,9.93169256500244,23.60573724075317,20.34001500350952,11.136958416900637,84.75701904296875,27.480767822265648,180.0,30.0,11.6,44.285163355552896
ANA,2015,0,26.35076500946045,11.570065929031372,16.863674383239747,21.96087283004761,8.437163131103516,69.85118865966797,24.088677978515648,200.0,40.0,31.5,48.52613872782983
KILO,2015,1,23.81598671951294,11.058654315338137,19.16681972351074,19.867847203216552,6.351600400505066,75.88047790527344,29.182550048828148,210.0,60.0,17.4,28.282274145113536
BLANCA,2015,1,21.72050111297608,11.41153534538269,17.891673393096923,22.1142591456604,5.165685338478088,89.69400787353516,29.808862304687523,150.0,45.0,13.3,24.208819694383767
MARTY,2015,0,36.23818164733887,26.3332003465271,24.38592898071289,34.413410597229,9.343848251037596,76.5226821899414,29.985742187500023,175.0,60.0,15.8,22.000815549478947
ERIKA,2015,0,28.64174763168335,20.305755105285645,19.962043848876952,28.61729057647705,5.705373278808594,74.59065246582031,28.320336914062523,165.0,40.0,16.4,32.28614175930831
CARLOS,2015,0,16.32870943710327,7.385017575912475,18.37203494644165,9.86628250175476,5.824138207092285,84.66642761230469,29.084069824218773,135.0,70.0,17.2,13.573216523718632
HILDA,2015,1,16.93331572280884,11.757738095932009,12.876884266433716,13.66910710533142,3.6727999848365775,88.44782257080078,27.863702392578148,240.0,45.0,12.6,42.71029379995755
KATE,2015,0,27.192124413604738,13.469294465866088,21.049729344482422,21.94269456253052,9.788130410995484,87.65206909179688,27.931756591796898,200.0,60.0,-12.2,24.45648636925301
PATRICIA,2015,1,18.895632450561525,12.0129364276886,16.588108457641603,14.989761206512451,11.60021133972168,91.6187515258789,29.194238281250023,220.0,40.0,13.0,43.688631610638026
DANNY,2015,1,19.430693793792724,14.276659063796997,16.09953646713257,11.899232346878051,8.398926852722168,82.61200714111328,27.997216796875023,140.0,55.0,11.7,17.427376670072398
JOAQUIN,2015,1,29.54390208816528,16.59906250442505,25.335026968536376,29.491632617340088,5.850406878852844,77.43148803710938,29.21041259765628,200.0,35.0,26.5,52.750229592712344
OHO,2015,1,29.17152381881714,16.128881967315674,25.126080704345704,21.798580905914307,11.444768243789673,90.25196838378906,27.566217041015648,240.0,60.0,14.9,32.17653338285788
LESTER,2016,1,28.864747480010987,14.45564993080139,22.65852085006713,18.251449596099853,9.175702984085085,74.79165649414062,28.742974853515648,150.0,55.0,17.4,20.562846885982225
OTTO,2016,1,26.377576378326417,11.269313481750489,22.877108677520752,22.78960792236328,9.364460545196533,87.35035705566406,28.3884216308594,180.0,60.0,10.8,20.979392853356558
KARL,2016,0,47.67260481445312,18.45190179321289,34.08880079589844,43.536713418273926,13.794784817581176,79.22793579101562,27.28682861328128,100.0,55.0,32.9,14.369368379147625
DARBY,2016,1,23.565296805725097,12.61763818359375,19.15022830047608,16.464612656555175,7.008640217475891,84.91078186035156,28.812860107421898,200.0,30.0,15.8,53.668011050114735
MADELINE,2016,1,23.964727436676025,7.621067180938721,22.7473248197937,14.418248784942628,8.642666906738281,82.768798828125,27.62923583984372,210.0,50.0,16.0,34.18295941854163
NEWTON,2016,1,28.72234116424561,11.519921828765868,26.82685913757324,23.659437837677004,7.842371738052368,89.62210845947266,29.85054931640628,215.0,35.0,15.7,50.783080536030674
HERMINE,2016,0,35.263403102722165,15.528758146514893,28.657484457397462,21.59896291442871,11.36970920211792,83.6396484375,29.328668212890648,120.0,60.0,26.9,15.572924127632199
GASTON,2016,1,34.060875299072265,10.596514593582151,28.09586200698853,23.99216538665772,9.050923433227538,75.01956176757812,28.654809570312523,210.0,60.0,28.1,31.94995668535772
MATTHEW,2016,1,31.77128487335205,22.26093288665772,25.406840950317385,39.23952372955322,10.995576320266723,78.59305572509766,29.179223632812523,80.0,55.0,14.0,9.355810483081465
NICOLE,2016,1,23.852728842926027,12.930311429290771,20.562823911437988,19.3833275982666,7.205864965705872,74.36277770996094,28.719812011718773,120.0,50.0,25.4,18.948122129645704
EARL,2016,0,33.532378227233885,15.190589723052978,23.341403430480955,25.51002477127076,13.870481563110353,88.841552734375,29.202691650390648,120.0,55.0,16.6,15.498760385957691
JULIA,2016,0,28.127977069854737,11.7991369405365,23.2299739503479,18.910612929840088,6.4496835174942015,76.24701690673828,29.089654541015648,230.0,30.0,27.3,72.04653088604589
BONNIE,2016,0,23.39398433807373,8.126587449111938,21.94193080093384,14.6970616242218,5.080929583282471,79.65390014648438,25.79659423828128,300.0,30.0,29.4,101.0895237752579
DANIELLE,2016,0,22.51930861495972,14.73850495979309,12.134089964752198,21.11329210571289,6.840736870155334,79.19869232177734,29.024530029296898,120.0,30.0,19.8,30.220963813608563
BRET,2017,0,21.09089461151123,10.924756896972657,17.916111910400392,17.75294128967285,7.426352928199768,87.49237060546875,28.003472900390648,120.0,35.0,8.6,22.522019026437036
NATE,2017,0,28.26588979797363,11.83280362586975,23.20284743713379,19.784131887817384,13.330844138565064,84.64712524414062,29.177362060546898,180.0,55.0,21.3,27.155129304925662
NORMA,2017,0,26.72913843658448,9.708870680541992,26.114340011901856,17.005491193695068,9.426195469207764,82.90243530273438,28.749658203125023,150.0,55.0,18.6,20.883198642704
DON,2017,0,19.99990936920166,9.977098377304078,12.921303862304688,13.977497168579102,5.825460886459351,89.60458374023438,28.362329101562523,150.0,35.0,10.7,30.171659077445675
LIDIA,2017,0,32.66308776489258,14.625210566635133,22.425295494537355,23.10653561676025,11.889934661712646,92.21422576904295,29.05355224609372,150.0,40.0,21.0,30.4117746857953
IRMA,2017,1,24.41421782043457,9.613235493621826,20.21010879562378,14.878596818389893,4.484403969421387,90.60862731933594,27.763543701171898,120.0,35.0,16.2,25.00034176328142
FRANKLIN,2017,1,24.11610609741211,11.672383103027345,19.72615830429077,19.26966059326172,15.686899434204102,88.7316665649414,29.556695556640648,180.0,35.0,19.9,43.07200995709114
NATE,2017,1,27.25329949295044,12.563800406188966,21.923587546081546,23.659556480255127,11.580232114944458,92.64663696289062,29.525201416015648,210.0,40.0,16.3,43.599638228915495
KATIA,2017,1,25.11092596878052,13.74603291381836,18.230713097991945,20.654449349975582,6.378656469688416,85.20698547363281,29.750512695312523,180.0,30.0,22.4,50.95342910753274
JOSE,2017,1,27.49481499862671,11.628452907791138,25.80702978149414,17.976558450164795,5.583946307678223,87.80046844482422,28.50655517578128,150.0,50.0,12.5,21.310693002025868
HARVEY,2017,1,23.427385931396486,12.341516120910644,16.996848823394775,17.81574585067749,5.746054243125916,80.53671264648438,29.606225585937523,200.0,30.0,21.4,57.44887246395963
MARIA,2017,1,25.86476978744507,8.911312633209228,24.3309881980896,20.286696287384032,8.570336644363403,85.6406021118164,28.941918945312523,150.0,30.0,12.2,35.98576862829231
CINDY,2017,0,37.70043659240723,21.930441008758542,19.850977711639405,33.0904086706543,7.0902394312667845,67.8194580078125,28.16671142578128,120.0,40.0,25.0,23.97522972832218
MICHAEL,2018,1,27.64703713394165,14.92152133239746,18.942522221984863,24.02361493881225,10.926934173660278,85.30389404296875,29.1205993652344,150.0,30.0,18.4,39.018521970151475
HECTOR,2018,1,17.77338859649658,9.408115452575684,13.36704866279602,10.40562517364502,5.482565297775269,84.65299224853516,27.901879882812523,150.0,40.0,13.4,27.469096429274746
BERYL,2018,1,17.592019316558837,9.190049467086792,17.354361548461913,12.428126129837036,8.890192400512696,87.39706420898438,26.58468017578128,150.0,35.0,10.1,29.86694855680682
NORMAN,2018,1,20.702286408233643,10.807986647033692,13.357599893722536,14.978345565948487,5.2981136280441286,87.12714385986328,29.016259765625023,150.0,35.0,17.2,33.198941097805715
LANE,2018,1,17.627139373474122,9.568363572921752,14.37971775390625,15.192267403259278,4.370758746452331,89.2215347290039,27.85738525390628,240.0,45.0,10.4,40.76219238371709
OLIVIA,2018,1,27.77512662734985,19.708526904907227,22.198884672088624,22.03217516571045,8.501655568161011,85.60958099365234,28.18782958984372,150.0,45.0,16.8,25.480573319404318
ROSA,2018,1,25.355257381896973,9.392696551895142,27.36032065979004,16.77630895477295,6.730504011650085,90.42559051513672,29.373834228515648,130.0,45.0,14.8,20.81325576268354
KIRK,2018,0,25.79427014297485,19.427245743865967,21.618572308044435,29.289465664215086,8.951859661178588,87.38921356201172,28.4836364746094,240.0,45.0,11.5,41.75419234692472
GORDON,2018,1,18.378871725006103,12.555806862487794,18.03394438217163,12.329069772949218,6.777122666244507,74.36042022705078,29.250787353515648,125.0,25.0,23.3,38.486834045018284
FLORENCE,2018,1,36.100856570739744,15.386780983200074,26.78373997558593,29.359290529022218,10.550394145126344,84.19605255126953,25.81429443359372,180.0,65.0,19.1,21.64271059402361
CHRIS,2018,1,30.43838370666504,10.084692365341189,23.940268527679443,18.9585871685791,6.800574040222168,74.66168975830078,27.502465820312523,180.0,60.0,32.2,27.15958665292906
ALBERTO,2018,0,28.041477361450195,10.603785159072876,31.645501495056152,20.82380421508789,12.930202982559203,89.13932800292969,26.604577636718773,210.0,40.0,26.6,49.50022576990974
HELENE,2018,0,28.097059555511475,13.789779583816529,23.274646588592528,17.6264683013916,17.758888248901368,87.29093170166016,26.819116210937523,80.0,85.0,14.4,5.681910870123051
ISAAC,2018,0,21.97647803665161,12.753014926605225,15.283765857162477,16.197320196990965,8.436822960586548,83.57084655761719,26.78853759765628,180.0,55.0,14.3,24.6238087277121
WILLA,2018,1,22.23960317565918,11.738458676986694,16.645555564727783,14.18918982307434,4.658423434333801,85.02423858642578,29.3100524902344,120.0,35.0,14.7,24.540974404173053
HUMBERTO,2019,0,50.99287668457031,22.916724175872805,38.16871514068603,39.194891874694825,22.88614961273193,74.5123291015625,27.90670166015628,120.0,105.0,31.5,7.6788506440323765
NESTOR,2019,0,30.32756226974488,21.199910456695555,19.437886500091555,29.862685426635743,7.945055035629273,81.90230560302734,29.30465087890628,100.0,40.0,23.2,18.817577643499963
KAREN,2019,0,19.94225278381348,13.911500380706787,11.075941836624146,20.26971371459961,5.022841528205872,79.39549255371094,29.4672790527344,160.0,35.0,16.4,35.56106953049851
OLGA,2019,0,35.60818214233399,19.75429513320923,22.636566411743164,27.815251918029784,10.355078800888062,86.07125854492188,28.491632080078148,200.0,35.0,24.7,51.854256020265886
LORENA,2019,0,21.52622018371582,11.60293085006714,21.07570280014038,11.997104131774902,8.920701154098511,83.00658416748047,30.156884765625023,210.0,60.0,22.3,30.13326488868393
LORENZO,2019,1,34.54499633911133,19.18765261871338,23.93983103317261,28.10779670883179,17.559846786193848,85.29940032958984,27.42659912109372,180.0,75.0,13.9,16.903630051661867
DORIAN,2019,1,21.13512234008789,13.8077724723053,24.06751083892822,18.592802831268312,7.033356339874268,71.22164154052734,29.393853759765648,170.0,80.0,22.4,16.023365418687373
JERRY,2019,1,22.89535553527832,11.407241967086792,22.596713628234863,16.118007633514406,7.211063920555115,77.0936279296875,28.311608886718773,220.0,50.0,14.8,35.53359035429965
BARRY,2019,0,46.85823103546143,15.49902705795288,35.01310063110352,35.241609944152835,17.690759602203368,82.97649383544922,29.527215576171898,150.0,60.0,28.6,20.928872755243958
FERNAND,2019,0,29.10831513153076,10.654712485733032,21.852053486633302,19.79253326538086,4.58890954284668,86.13055419921875,30.097314453125023,150.0,35.0,23.4,35.64051685375905
IVO,2019,0,20.41453922668457,20.24617243179321,20.16341552597046,18.65698475845337,3.8228923468399048,85.15978240966797,28.905206298828148,120.0,45.0,15.6,19.099672552012706
GONZALO,2020,0,15.687559383544922,6.610912292900085,13.411902972488404,13.211595371017456,6.226203074035644,77.22161865234375,28.144952392578148,210.0,45.0,9.9,34.22211268963661
OMAR,2020,0,24.464351724853515,16.4452850390625,10.577875659179687,20.95733087539673,6.6710497131347655,77.76129150390625,29.180718994140648,150.0,30.0,32.9,44.226450068877824
FAY,2020,0,26.037956437072754,15.177976533966063,19.29658875091553,21.412254718475342,6.82979626335144,78.4952392578125,26.796441650390648,150.0,40.0,36.0,34.73543915232039
BETA,2020,0,32.78827051513672,20.836163434906005,14.8175088671875,26.095060592956543,9.166749177017213,73.7496566772461,29.36885986328128,150.0,50.0,26.9,25.487878897730496
ARTHUR,2020,0,39.539096239318845,24.14961521057129,18.904471322631835,36.783281264953615,15.58480749572754,70.76838684082031,20.134698486328148,330.0,50.0,36.2,73.9037796652484
HANNA,2020,1,28.949486087646484,9.085661609344482,28.019063183135987,20.310814098968507,5.1320751937484745,85.4425277709961,29.788110351562523,150.0,50.0,27.2,25.55998940024426
DELTA,2020,1,30.789187564697265,13.441131683883668,26.91844379272461,22.883923210601807,4.819591961555481,88.2378158569336,29.82247314453128,180.0,35.0,16.4,41.13051128578212
TEDDY,2020,1,27.653647750091555,11.251199169998168,27.275884219970703,19.4725913079834,9.247217578735352,88.76731872558594,27.933404541015648,270.0,50.0,13.4,44.87334902086063
ZETA,2020,1,26.348952002563475,9.163690423049928,23.700729162445068,14.706464048538209,14.928386844711303,85.01286315917969,28.18819580078128,125.0,55.0,21.7,17.258128726680884
LAURA,2020,1,32.62686470275879,16.596784196166993,23.25322233428955,22.00667813415528,13.365646270446778,82.00001525878906,29.913018798828148,120.0,60.0,22.8,14.99977027083785
CRISTOBAL,2020,0,27.07261055404663,12.27131122909546,23.713410941772462,19.760796375732426,14.178508283462524,91.37548065185548,28.910699462890648,190.0,40.0,19.2,40.0585473264253
NANA,2020,0,28.877342131195068,12.594213689575197,23.59996083023072,18.48386669906616,7.770285712547302,68.24899291992188,29.525292968750023,180.0,35.0,17.1,41.53608268346023
MARCO,2020,0,20.12433948059082,10.286176196746826,22.103255046539307,19.9245806010437,7.653704085769653,79.86247253417969,29.9457946777344,150.0,55.0,22.2,21.79069344307833
PAULETTE,2020,0,41.94041831298828,10.882989148101808,37.0975691619873,23.353988812713624,17.267294580230715,79.67484283447266,28.124627685546898,100.0,80.0,31.8,9.016063332573808
DOUGLAS,2020,1,15.948139268493652,8.71880485435486,13.958486549224853,14.692306652145383,6.529009057502747,85.06036376953125,28.036248779296898,100.0,55.0,12.0,11.817573939630233
ETA,2020,1,19.7348748262024,11.086137683181764,14.37222287979126,16.554543730773926,6.404972876548767,87.65862274169922,29.22066650390628,220.0,45.0,14.9,39.944828616634084
IOTA,2020,1,20.467116426696776,11.756933550949096,21.04360071380616,14.714095176239011,5.708731883354187,84.0396728515625,29.314569091796898,180.0,35.0,13.3,39.22596987039905
GENEVIEVE,2020,1,28.150452423248293,13.517023077392578,23.07889189605713,19.79349538253784,12.08200401916504,90.20370483398438,29.134820556640648,160.0,30.0,11.3,38.307353211333464
EPSILON,2020,1,29.888048985290528,13.980380739364625,20.89342887054444,20.41869542449951,9.198368350982664,73.0693130493164,27.531152343750023,150.0,45.0,25.5,28.217113327651273
ISAIAS,2020,0,35.72323949005127,20.74596170730591,24.1442169732666,31.05474673034668,12.387044283370972,73.48165893554688,28.6064392089844,180.0,60.0,30.1,26.71716118843452
JOSEPHINE,2020,0,20.768431499328614,17.334407349853517,19.03412356124878,17.86818030883789,6.793156098403931,79.94156646728516,28.218164062500023,150.0,30.0,12.4,36.092299543634645
SALLY,2020,0,33.89157604766846,17.029054721984863,23.84843546463013,26.17608976623535,19.723144041290283,82.71651458740234,29.097558593750023,130.0,70.0,29.3,14.521421647507713
FRED,2021,0,31.91482385498047,15.80073142654419,26.18909225128174,19.40986089859009,7.399063281440735,77.09476470947266,29.682733154296898,180.0,50.0,27.8,32.46181870433306
ELSA,2021,1,24.857025290222168,13.312615818710327,16.297532392120363,23.75681002609253,8.094075675125122,83.27559661865234,28.017968750000023,150.0,45.0,10.7,23.198945068965514
NICHOLAS,2021,0,30.9026061618042,21.368874172058103,24.444623688659668,30.342811548614502,14.94058385787964,78.61783599853516,29.720849609375023,150.0,50.0,25.9,25.2433249806954
PETER,2021,0,21.92414924453736,11.326588186340333,22.664191594543457,21.64436409225464,4.958087706718445,81.18988037109375,28.627618408203148,120.0,35.0,16.8,25.18000420931326
GRACE,2021,1,24.838737649078368,14.1492916217041,20.87982946502685,18.02040059036255,16.343313596954346,77.75496673583984,29.491265869140648,140.0,45.0,20.5,24.504543140370888
HENRI,2021,0,35.51926323760986,20.6423737600708,25.332248136901857,30.68154908569336,9.894696472320556,68.69232177734375,28.367272949218773,180.0,60.0,31.6,27.036351316956587
IDA,2021,1,22.391117163085937,12.1163816330719,23.039489583587645,15.968551353302002,7.30441292060852,85.1520004272461,29.016687011718773,150.0,40.0,17.0,28.93128309794251
LARRY,2021,1,31.295587456359865,14.348583346099854,30.83217881515503,20.01484721130371,16.085495859527587,87.02067565917969,27.3410583496094,120.0,80.0,14.1,9.685537364931902
CLAUDETTE,2021,0,20.66239284133912,12.698006480636597,19.002160509185792,20.558261733551024,6.161650852241516,78.10070037841797,28.523980712890648,240.0,35.0,24.6,65.18381086295162
RICK,2021,1,26.75473371902466,9.968000901489258,23.88832532394409,16.291181306610106,5.694700081253052,91.74504852294922,29.240350341796898,120.0,30.0,12.7,27.87795184434052
DANNY,2021,0,23.352086823883056,11.803821468582154,17.945687280578614,15.428862949523928,4.379459511146545,63.47785186767578,27.2238708496094,300.0,35.0,30.7,90.4276386835321
SAM,2021,1,14.724407811584472,8.167980732345582,14.287226595306397,9.100659699630738,5.897441245918274,85.54414367675781,28.851586914062523,300.0,30.0,10.2,80.05356259529282
PAMELA,2021,0,31.119951949768065,8.814322325592041,27.690671649627685,23.09834186370849,6.447156337890625,85.4183120727539,29.754754638671898,120.0,55.0,17.0,15.573400989349375
KAY,2022,1,36.25792080627441,15.11457319869995,28.492591665496825,27.95084926208496,9.00136049621582,91.56643676757812,29.4999938964844,100.0,35.0,14.7,19.787919086171723
BONNIE,2022,0,26.98979061935425,13.162314210128784,26.856011843566893,14.613309233016968,9.87398500038147,84.1167221069336,28.537896728515648,280.0,90.0,14.4,22.7815952296435
ALEX,2022,0,45.16499752868653,31.421856527709963,23.27384945877075,40.53619812652588,14.56706365371704,75.50253295898438,26.827996826171898,180.0,45.0,28.8,36.762339164075925
KAY,2022,0,36.54795371124268,13.364151188583374,26.510748964691164,24.420049844665527,22.27720916534424,90.4589614868164,27.46944580078128,90.0,80.0,19.0,7.266864814545788
KARL,2022,0,23.08771223022461,16.819450362243654,19.79773129333496,24.49860976928711,9.989784791107178,88.91759490966797,28.427362060546898,200.0,35.0,20.9,49.76110024804044
LISA,2022,0,17.95694905654907,6.887038063163757,17.863801656188965,16.76222200241089,9.654632484436036,85.20096588134766,29.044732666015648,160.0,70.0,17.1,16.661244910673044
NICOLE,2022,0,33.02952278259277,14.675431599197388,24.89400284500122,20.31599729660034,10.085988164749146,78.65300750732422,27.275506591796898,100.0,,26.6,
EARL,2022,0,43.060945557250975,13.541989924926758,37.20436602020264,25.87401093200684,25.925813247680665,83.80479431152344,28.348657226562523,180.0,85.0,33.4,17.024998880435167
FIONA,2022,0,35.625370485839845,18.05227095291138,27.686977045593263,25.395238076934813,19.62338787857056,84.27090454101562,29.230889892578148,150.0,100.0,22.3,10.142969106795801
JULIA,2022,0,20.888216012268067,10.4636738356781,18.55865601425171,15.45676063949585,9.625574321746829,89.26129150390625,29.553277587890648,120.0,60.0,12.6,13.342571929144723
IAN,2022,1,20.5533640196228,7.66141121887207,18.0545863369751,15.203946282043455,5.569417689781189,81.36101531982422,29.817529296875023,180.0,40.0,15.0,35.221444111524235
AGATHA,2022,1,22.45850800125122,14.929592735290528,21.864612915802,17.758469292297363,5.2344062711715695,86.27008819580078,30.1728454589844,150.0,35.0,12.9,31.252035139036067
ROSLYN,2022,1,22.55734097640991,16.211370073547364,22.09294055740357,14.869238885040284,7.838947787399292,82.40464782714844,29.111138916015648,195.0,45.0,15.6,34.71651863209584
ORLENE,2022,1,19.54138917297364,12.370187768325806,21.399901060028075,13.23996763130188,5.040261595497132,81.5697021484375,28.487603759765648,180.0,,16.5,
NIGEL,2023,0,34.97534263061524,10.56560727508545,28.14700066574097,20.570426305389404,17.137395787506104,82.52517700195312,27.919122314453148,215.0,75.0,29.0,24.63817743983239
BRET,2023,0,28.32199105331421,17.79948996368408,25.791661860046386,26.2139182107544,9.892548856277466,75.12516784667969,28.522271728515648,120.0,55.0,13.3,14.861398125132924
LEE,2023,1,24.58528558776856,11.876313937606811,23.67723793197632,21.9780574659729,6.698021434860229,89.0062255859375,29.384057617187523,180.0,30.0,12.2,44.7238469735499
ARLENE,2023,0,33.35514475341797,10.293645117797851,26.864726511688232,16.11738475997925,6.093123177185059,72.26366424560547,26.81490478515628,240.0,30.0,28.0,76.31767517990818
OTIS,2023,1,23.260596712036133,11.325520403137206,27.512948775177,17.02917521835327,5.655801999740601,86.18787384033203,28.71663818359372,120.0,50.0,12.2,16.272539153550213
LIDIA,2023,1,33.12392149139404,16.94306295211792,26.35484149429321,25.47222042602539,12.547787365722655,85.42916870117188,28.60445556640628,180.0,60.0,17.9,23.469550331227186
NORMA,2023,1,28.447390697021486,9.990887796325683,25.085916484069823,15.91891611846924,7.222112974090576,90.04415130615234,29.75606689453128,140.0,30.0,12.7,33.40663902695307
FRANKLIN,2023,1,29.10579026916504,10.511667539215088,24.672701068573,14.007657409591674,10.190659652404785,80.0800552368164,29.606011962890648,180.0,,24.6,
CINDY,2023,0,21.473405698547364,10.31987346961975,13.363802676010131,20.020239887237548,7.339373551559448,82.68792724609375,27.8608337402344,120.0,45.0,12.8,18.401585642646804
BEATRIZ,2023,1,25.57678717453003,7.603569717903137,27.26114844100952,12.797331637115478,6.083045973205566,90.4842758178711,30.74508056640628,120.0,35.0,14.1,24.353130907786593
IDALIA,2023,1,31.400600968322752,17.15357937667847,22.37764381530761,24.59118064086914,13.44783498954773,81.93885040283203,29.749169921875023,210.0,60.0,21.8,29.958277863754528
OPHELIA,2023,1,30.447565529937744,14.548911339263917,22.55604703079224,26.61457234329224,5.38229285446167,82.2210693359375,28.749902343750023,100.0,30.0,29.0,26.147232840928528
HAROLD,2023,0,23.96089379837036,11.719205211105349,24.42496238891601,16.297237639465333,7.349055434761047,79.53131866455078,30.717889404296898,240.0,30.0,25.4,74.75698107198868
TAMMY,2023,1,32.11244160675049,25.27721095718384,26.834900879821777,21.43519908081055,10.329644798202514,74.73343658447266,28.5183044433594,195.0,65.0,23.6,25.19257816174646
PHILIPPE,2023,0,26.004564112701416,13.906928006973269,20.59814047012329,25.79220316680908,6.994904094924927,83.41739654541016,28.64449462890628,160.0,45.0,16.6,27.526243619554684
HILARY,2023,1,33.2180680847168,14.55341048828125,22.895907964782715,27.22210576385498,8.858943057708741,90.88999938964844,29.644311523437523,250.0,30.0,11.9,66.26279871586749
JOHN,2024,1,29.99707966079712,13.113439956207277,33.848794275512695,15.58443859146118,7.483474231643677,81.16990661621094,30.7883239746094,180.0,25.0,13.8,53.968713614805765
JOHN,2024,1,29.99707966079712,13.113439956207277,33.848794275512695,15.58443859146118,7.483474231643677,81.16990661621094,30.7883239746094,180.0,25.0,13.8,53.968713614805765
JOHN,2024,1,29.99707966079712,13.113439956207277,33.848794275512695,15.58443859146118,7.483474231643677,81.16990661621094,30.7883239746094,180.0,25.0,13.8,53.968713614805765
JOHN,2024,1,29.99707966079712,13.113439956207277,33.848794275512695,15.58443859146118,7.483474231643677,81.16990661621094,30.7883239746094,180.0,25.0,13.8,53.968713614805765
