Name,Year,Target,shear_200_850,shear_500_850,shear_200_500,shear_300_800,shear_850_1000,RH_avg,SST_avg,ROCI,v_0,Lat,RMW
EARL,2010,1,31.155578091430662,12.914503232650755,25.027751960144045,32.357653570251465,9.768408863067627,77.94384765625,29.468774414062523,225.0,55.0,16.5,33.73568079993398
PAULA,2010,1,22.373517278137207,19.16691797439575,19.567027092590333,14.132441594924927,11.05384836402893,76.69074249267578,28.87911376953128,150.0,30.0,13.9,36.872319975917335
DANIELLE,2010,1,33.4719298336792,15.393653910675049,36.40561598571777,26.04348629348755,5.5304218208312985,82.3833236694336,28.1254821777344,250.0,35.0,13.2,58.772314951180064
SHARY,2010,1,27.71362713470459,16.98580764846802,22.6128008203125,20.26718143707276,7.2508583096694945,68.55025482177734,26.487878417968773,150.0,35.0,26.8,36.8091692152528
NICOLE,2010,0,20.00489235748291,7.875612051620483,20.098234405822755,17.294016967163085,6.535943160057068,86.51177215576172,29.590142822265648,240.0,30.0,19.8,70.72543170809621
HERMINE,2010,0,26.02866338638305,12.54261529083252,17.656597954864502,21.455455447235103,7.60663264289856,88.12670135498047,29.947351074218773,180.0,45.0,23.0,34.66393446244254
KARL,2010,1,15.305058492355348,8.837904391784669,16.254318686828615,9.886628777008056,4.871057350845337,75.30427551269531,30.0483337402344,180.0,25.0,17.0,56.09275418897485
ALEX,2010,0,33.265825429992674,9.36236854286194,27.16495526321411,20.88579866973877,22.10177016052246,91.2773208618164,29.317254638671898,250.0,75.0,23.5,28.364557281458502
FIONA,2010,0,28.19855086593628,9.042691677474975,23.5359068145752,18.83475027008057,6.697384657897949,81.27323913574219,29.38546142578128,200.0,50.0,17.2,32.74113923970896
MALAKAS,2010,1,46.18792271453857,23.03027253829956,26.242978227233888,32.95986105133057,9.704809952926636,83.32872772216797,29.599542236328148,175.0,35.0,19.4,41.32603822815436
FANAPI,2010,0,31.02710300964356,15.66770158203125,26.87011918762207,20.323093605804445,19.36930923614502,83.69011688232422,28.986749267578148,100.0,80.0,23.3,8.512402917762449
BONNIE,2010,0,28.084114537963867,10.193427361297609,23.407240792388915,17.38759259307861,5.428705738334656,77.89820098876953,28.749597167968773,180.0,35.0,21.9,44.08788898094707
LEE,2011,0,23.49369230224609,17.36672818344116,17.635138478546143,23.0100606628418,9.69817894508362,79.70704650878906,30.328973388671898,120.0,40.0,28.0,24.623506557006138
HARVEY,2011,0,18.88334367477417,9.20471943649292,13.709921079101562,14.835805777282715,6.988798173179626,81.14175415039062,29.368585205078148,150.0,50.0,16.2,22.522241318545376
MARIA,2011,0,33.74460755401611,14.17824504524231,23.756682114562988,22.93077219863892,12.89070798057556,82.66281127929688,26.56514892578128,130.0,60.0,30.9,17.79089566189574
BRET,2011,0,20.6773158531189,8.64658396560669,19.299643797302245,13.68605167541504,6.019281612281799,77.93009948730469,28.878350830078148,250.0,40.0,27.1,62.08243935110813
HILARY,2011,1,22.9304755921936,15.433601237487792,30.39398913696289,13.865152842941283,9.444575799865722,90.7602310180664,28.70394287109372,200.0,40.0,13.6,39.22422919695618
JOVA,2011,1,25.34652232208252,15.547992147598269,18.834709486694337,17.515565297698974,11.183325419464111,85.46721649169922,28.556298828125023,225.0,80.0,16.1,21.034315744170225
DORA,2011,1,25.152560244750976,8.183390364074707,23.23912982055664,18.263154427948,13.999375601501464,90.20782470703124,28.181085205078148,90.0,60.0,11.8,9.483398663348872
BEATRIZ,2011,1,25.350585830383302,10.3453899659729,20.918694178314208,17.471020570983885,7.0260148669052125,92.29263305664062,29.792840576171898,180.0,30.0,13.6,45.71381654225934
NATE,2011,0,31.91200609375,17.710930694274904,22.427234559173584,23.764729418182373,10.721669536972046,83.51350402832031,29.635522460937523,300.0,50.0,20.1,57.34139737496979
IRENE,2011,0,34.91671836669922,23.093364436798097,27.14216476547241,23.9761968371582,19.46410094848633,83.57245635986328,28.788354492187523,150.0,80.0,21.0,13.580949644622265
ARLENE,2011,0,23.8611747114563,13.855839400558471,18.97956465942383,18.278759634552003,10.653706804504395,93.13653564453124,28.766870117187523,200.0,50.0,21.4,34.67456097774068
DON,2011,0,22.04849593536377,18.17898678771973,16.18890028152466,16.282713192596436,4.022286029701233,70.3011474609375,29.499414062500023,180.0,40.0,23.7,39.47754232552497
RINA,2011,1,24.760085034942627,11.623697935714722,24.27417137969971,16.391165485534668,6.421574495429993,82.96756744384766,29.270928955078148,165.0,35.0,15.2,36.31177331757304
OPHELIA,2011,1,33.25059098144531,14.200299588241576,29.04855264038086,22.628756393280028,9.014489039001464,80.00215148925781,28.277856445312523,200.0,55.0,19.6,30.382787783052546
KATIA,2011,1,33.810561704711915,18.267191983184816,28.580246285247803,27.36395038116455,15.432196064453125,73.807861328125,28.558190917968773,300.0,90.0,23.0,26.718869283591474
GERT,2011,0,23.26670124343872,7.636888817558288,19.32408046081543,16.018410896759033,4.590967713508606,68.17582702636719,28.630639648437523,50.0,45.0,29.6,7.568200232524531
EMILY,2011,0,22.79936442062377,13.631486285324096,17.320464993133545,22.41820289291382,5.824247117271423,79.207763671875,28.885186767578148,170.0,40.0,15.4,33.01456074289124
BERYL,2012,0,23.345044274597168,11.915547555160522,15.452051085281372,16.718161114959717,8.836339792785644,71.05973052978516,26.155328369140648,250.0,50.0,30.5,50.59210060781502
ALBERTO,2012,0,27.238661964874268,11.917807325515748,18.15913269378662,14.2977162676239,7.088412520942688,61.739105224609375,25.00582275390628,100.0,40.0,32.5,20.272096332811138
RAFAEL,2012,0,37.81973170471191,23.70251807006836,23.970757816467284,33.39917968780517,16.779328779144286,77.57917785644531,28.611627197265648,250.0,70.0,22.6,30.911918533616213
SANDY,2012,1,21.20561456939697,14.879657186431883,22.211405171661376,18.928083049468995,8.129922417831422,85.8426742553711,29.17757568359372,225.0,45.0,14.0,40.44431541463875
ISAAC,2012,0,36.99841733489991,14.805081984024048,24.269976252288817,25.292285979766845,19.20145037979126,82.55068969726562,29.173486328125023,180.0,60.0,27.4,26.10119503013533
NADINE,2012,0,35.33871147918701,12.700852975616456,28.99073662902832,19.746190362091063,13.53620424545288,80.84823608398438,23.29561767578128,240.0,75.0,35.0,29.115118989084493
PATTY,2012,0,28.611551241760253,11.696880941619874,21.168412705993653,20.503322804718017,4.330950917358399,73.62600708007812,28.5432067871094,180.0,35.0,25.5,45.75717403627974
HELENE,2012,0,14.056556689682006,9.114648401107788,12.631824313735962,12.82389089050293,4.660663739891052,86.53539276123047,29.158288574218773,300.0,25.0,19.7,106.45114222548288
CARLOTTA,2012,1,25.31721575149536,10.666186520690918,25.81944832260132,13.366728883972169,7.69250113571167,87.18722534179688,30.0336853027344,150.0,45.0,10.9,23.278601928245138
LESLIE,2012,0,30.067266014709475,20.78700091659546,22.39226280548096,29.68028729309082,12.24023892326355,77.30648803710938,29.093347167968773,400.0,60.0,25.2,69.47059014232029
DEBBY,2012,0,29.711749821777342,13.744052138900756,26.57130117050171,26.30371581207276,6.5076251231384274,80.2276382446289,28.170922851562523,200.0,45.0,26.5,41.17989743745987
BUD,2012,1,25.758447499542235,13.273299707489011,24.23337687072754,19.664501239471434,10.504466490859986,83.95560455322266,29.206567382812523,200.0,50.0,12.9,30.491975660278005
